experiment_id,initial_fixture,decision_class,transition_order,final_classification,final_outcome,enabled_bindings,active_unfinished,reference_retention,property_violation,runtime_ms
P7_ACCEPT_OVER_DENIAL,grade=80;threshold=50;time=0;expiry=100;student=valid;issuer=invalid,holder accept; ledger success; issuer denial enabled but not selected,SystemNet.t_CreateStudent; StudentAgent.t_SubmitEvidence; EvidenceNet.t_LMS_Submit; EvidenceNet.t_Review_Request; ProfessorAgent.t_StartReview; ProfessorAgent.t_AssessEvidence; ProfessorAgent.t_ApproveEvidence; UniversityAgent.t_VerifyEvidence; UniversityAgent.t_RequestCredential; CompetencyNet.t_Verification_Pass; UniversityAgent.t_IssueCredential; StudentAgent.t_WaitCredential; StudentAgent.t_ReceiveCredential; StudentAgent.t_AcceptCredential; HEDULedgerNet.t_Order; HEDULedgerNet.t_Validate; HEDULedgerNet.t_Commit; HEDULedgerNet.t_Anchor; StudentAgent.t_GenerateVP; StudentAgent.t_ShareVP; HRAgent.t_ParseVP; CompetencyNet.t_Agg_Ingest; HRAgent.t_SemanticMatch; HRAgent.t_GapAnalysis; HRAgent.t_GenerateResult; WalletNet.t_GenerateVP; WalletNet.t_ShareVP,CONTROL_FLOW_SUCCESS_BUT_PROPERTY_VIOLATION,SUCCESS,0,0,11/11,P7,NOT MEASURED
