execution,root,checkpoint,initiator,participants
f15_auto,0,before:EvidenceNet.t_LMS_Submit,ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview
f15_auto,0,before:EvidenceNet.t_Review_Request,EvidenceNet.t_Review_Request,EvidenceNet.t_Review_Request
f15_auto,0,before:EvidenceNet.t_Review_Request,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
f15_auto,0,before:EvidenceNet.t_Review_Request,ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview
f15_auto,0,before:ProfessorAgent.t_StartReview,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
f15_auto,0,before:ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview
f15_auto,0,before:ProfessorAgent.t_AssessEvidence,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
f15_auto,0,before:ProfessorAgent.t_AssessEvidence,ProfessorAgent.t_AssessEvidence,"EvidenceNet.t_Reject,EvidenceObject.t_Grade_Assign,ProfessorAgent.t_AssessEvidence"
f15_auto,0,before:ProfessorAgent.t_RejectEvidence,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
f15_auto,0,before:ProfessorAgent.t_RejectEvidence,ProfessorAgent.t_RejectEvidence,"ProfessorAgent.t_RejectEvidence,StudentAgent.t_AbortSubmitted"
f16_auto,0,before:StudentAgent.t_SubmitEvidence,StudentAgent.t_SubmitEvidence,"EvidenceNet.t_IPFS_Upload,EvidenceObject.t_IPFS_Upload,ProfessorAgent.t_ReceiveEvidence,StudentAgent.t_SubmitEvidence"
f16_auto,0,before:EvidenceNet.t_LMS_Submit,EvidenceNet.t_LMS_Submit,"EvidenceNet.t_LMS_Submit,EvidenceObject.t_LMS_Submit"
f16_auto,0,before:EvidenceNet.t_LMS_Submit,ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview
f16_auto,0,before:EvidenceNet.t_LMS_Submit,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
f16_auto,0,before:EvidenceNet.t_Review_Request,EvidenceNet.t_Review_Request,EvidenceNet.t_Review_Request
f16_auto,0,before:EvidenceNet.t_Review_Request,ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview
f16_auto,0,before:EvidenceNet.t_Review_Request,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
f16_auto,0,before:ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview
f16_auto,0,before:ProfessorAgent.t_StartReview,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
f16_auto,0,before:ProfessorAgent.t_AssessEvidence,ProfessorAgent.t_AssessEvidence,"EvidenceNet.t_Reject,EvidenceObject.t_Grade_Assign,ProfessorAgent.t_AssessEvidence"
f16_auto,0,before:ProfessorAgent.t_AssessEvidence,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
f16_auto,0,before:ProfessorAgent.t_RejectEvidence,ProfessorAgent.t_RejectEvidence,"ProfessorAgent.t_RejectEvidence,StudentAgent.t_AbortSubmitted"
f16_auto,0,before:ProfessorAgent.t_RejectEvidence,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_A_reject_before_wait,0,before:StudentAgent.t_SubmitEvidence,StudentAgent.t_SubmitEvidence,"EvidenceNet.t_IPFS_Upload,EvidenceObject.t_IPFS_Upload,ProfessorAgent.t_ReceiveEvidence,StudentAgent.t_SubmitEvidence"
inter_A_reject_before_wait,0,before:EvidenceNet.t_LMS_Submit,EvidenceNet.t_LMS_Submit,"EvidenceNet.t_LMS_Submit,EvidenceObject.t_LMS_Submit"
inter_A_reject_before_wait,0,before:EvidenceNet.t_LMS_Submit,ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview
inter_A_reject_before_wait,0,before:EvidenceNet.t_LMS_Submit,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_A_reject_before_wait,0,before:EvidenceNet.t_Review_Request,EvidenceNet.t_Review_Request,EvidenceNet.t_Review_Request
inter_A_reject_before_wait,0,before:EvidenceNet.t_Review_Request,ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview
inter_A_reject_before_wait,0,before:EvidenceNet.t_Review_Request,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_A_reject_before_wait,0,before:ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview
inter_A_reject_before_wait,0,before:ProfessorAgent.t_StartReview,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_A_reject_before_wait,0,before:ProfessorAgent.t_AssessEvidence,ProfessorAgent.t_AssessEvidence,"EvidenceNet.t_Reject,EvidenceObject.t_Grade_Assign,ProfessorAgent.t_AssessEvidence"
inter_A_reject_before_wait,0,before:ProfessorAgent.t_AssessEvidence,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_A_reject_before_wait,0,before:ProfessorAgent.t_RejectEvidence,ProfessorAgent.t_RejectEvidence,"ProfessorAgent.t_RejectEvidence,StudentAgent.t_AbortSubmitted"
inter_A_reject_before_wait,0,before:ProfessorAgent.t_RejectEvidence,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_A_wait_before_reject,0,before:StudentAgent.t_SubmitEvidence,StudentAgent.t_SubmitEvidence,"EvidenceNet.t_IPFS_Upload,EvidenceObject.t_IPFS_Upload,ProfessorAgent.t_ReceiveEvidence,StudentAgent.t_SubmitEvidence"
inter_A_wait_before_reject,0,before:EvidenceNet.t_LMS_Submit,EvidenceNet.t_LMS_Submit,"EvidenceNet.t_LMS_Submit,EvidenceObject.t_LMS_Submit"
inter_A_wait_before_reject,0,before:EvidenceNet.t_LMS_Submit,ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview
inter_A_wait_before_reject,0,before:EvidenceNet.t_LMS_Submit,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_A_wait_before_reject,0,before:EvidenceNet.t_Review_Request,EvidenceNet.t_Review_Request,EvidenceNet.t_Review_Request
inter_A_wait_before_reject,0,before:EvidenceNet.t_Review_Request,ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview
inter_A_wait_before_reject,0,before:EvidenceNet.t_Review_Request,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_A_wait_before_reject,0,before:ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview
inter_A_wait_before_reject,0,before:ProfessorAgent.t_StartReview,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_A_wait_before_reject,0,before:ProfessorAgent.t_AssessEvidence,ProfessorAgent.t_AssessEvidence,"EvidenceNet.t_Reject,EvidenceObject.t_Grade_Assign,ProfessorAgent.t_AssessEvidence"
inter_A_wait_before_reject,0,before:ProfessorAgent.t_AssessEvidence,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_A_wait_before_reject,0,before:StudentAgent.t_WaitCredential,ProfessorAgent.t_RejectEvidence,"ProfessorAgent.t_RejectEvidence,StudentAgent.t_AbortSubmitted"
inter_A_wait_before_reject,0,before:StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_A_wait_before_reject,0,before:ProfessorAgent.t_RejectEvidence,ProfessorAgent.t_RejectEvidence,"ProfessorAgent.t_RejectEvidence,StudentAgent.t_AbortWaiting"
inter_O_wait_before_assessment_pass,0,before:StudentAgent.t_SubmitEvidence,StudentAgent.t_SubmitEvidence,"EvidenceNet.t_IPFS_Upload,EvidenceObject.t_IPFS_Upload,ProfessorAgent.t_ReceiveEvidence,StudentAgent.t_SubmitEvidence"
inter_O_wait_before_assessment_pass,0,before:StudentAgent.t_WaitCredential,EvidenceNet.t_LMS_Submit,"EvidenceNet.t_LMS_Submit,EvidenceObject.t_LMS_Submit"
inter_O_wait_before_assessment_pass,0,before:StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_O_wait_before_assessment_pass,0,before:StudentAgent.t_WaitCredential,ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview
inter_O_wait_before_assessment_pass,0,before:EvidenceNet.t_LMS_Submit,EvidenceNet.t_LMS_Submit,"EvidenceNet.t_LMS_Submit,EvidenceObject.t_LMS_Submit"
inter_O_wait_before_assessment_pass,0,before:EvidenceNet.t_LMS_Submit,ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview
inter_O_wait_before_assessment_pass,0,before:EvidenceNet.t_Review_Request,EvidenceNet.t_Review_Request,EvidenceNet.t_Review_Request
inter_O_wait_before_assessment_pass,0,before:EvidenceNet.t_Review_Request,ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview
inter_O_wait_before_assessment_pass,0,before:ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview
inter_O_wait_before_assessment_pass,0,before:ProfessorAgent.t_AssessEvidence,ProfessorAgent.t_AssessEvidence,"EvidenceNet.t_Grade_Assign,EvidenceObject.t_Grade_Assign,ProfessorAgent.t_AssessEvidence"
inter_O_wait_before_assessment_pass,0,before:ProfessorAgent.t_ApproveEvidence,ProfessorAgent.t_ApproveEvidence,"ProfessorAgent.t_ApproveEvidence,UniversityAgent.t_ReceiveEvidence"
inter_O_wait_before_assessment_pass,0,before:UniversityAgent.t_VerifyEvidence,UniversityAgent.t_VerifyEvidence,UniversityAgent.t_VerifyEvidence
inter_O_wait_before_assessment_pass,0,before:UniversityAgent.t_RequestCredential,UniversityAgent.t_RequestCredential,"CompetencyNet.t_Review_Init,CredentialObject.t_StartReview,UniversityAgent.t_RequestCredential"
inter_O_wait_before_assessment_pass,0,before:CompetencyNet.t_Verification_Pass,CompetencyNet.t_Verification_Pass,"CompetencyNet.t_Verification_Pass,CredentialObject.t_Validate"
inter_O_wait_before_assessment_pass,0,before:UniversityAgent.t_IssueCredential,UniversityAgent.t_IssueCredential,"CompetencyNet.t_SBT_Mint,CredentialObject.t_Mint,UniversityAgent.t_IssueCredential,WalletNet.t_ReceiveCredential"
inter_O_wait_before_assessment_pass,0,before:StudentAgent.t_ReceiveCredential,StudentAgent.t_ReceiveCredential,"StudentAgent.t_ReceiveCredential,WalletNet.t_RequestConsent"
inter_O_wait_before_assessment_pass,0,before:StudentAgent.t_ReceiveCredential,CompetencyNet.t_SBT_Cancel,"CompetencyNet.t_SBT_Cancel,CredentialObject.t_Cancel,StudentAgent.t_AbortWaiting,WalletNet.t_AbortReceived"
inter_O_wait_before_assessment_pass,0,decision,StudentAgent.t_RejectCredential,"CompetencyNet.t_SBT_Reject,CredentialObject.t_Reject,StudentAgent.t_RejectCredential,WalletNet.t_RejectCredential"
inter_O_wait_before_assessment_pass,0,decision,StudentAgent.t_AcceptCredential,"CompetencyNet.t_SBT_Accept,CredentialObject.t_Accept,HEDULedgerNet.t_Execute,StudentAgent.t_AcceptCredential,WalletNet.t_AcceptCredential"
inter_O_wait_before_assessment_pass,0,decision,CompetencyNet.t_SBT_Cancel,"CompetencyNet.t_SBT_Cancel,CredentialObject.t_Cancel,StudentAgent.t_AbortReceived,WalletNet.t_AbortConsent"
inter_O_wait_before_assessment_pass,0,before:StudentAgent.t_AcceptCredential,StudentAgent.t_RejectCredential,"CompetencyNet.t_SBT_Reject,CredentialObject.t_Reject,StudentAgent.t_RejectCredential,WalletNet.t_RejectCredential"
inter_O_wait_before_assessment_pass,0,before:StudentAgent.t_AcceptCredential,StudentAgent.t_AcceptCredential,"CompetencyNet.t_SBT_Accept,CredentialObject.t_Accept,HEDULedgerNet.t_Execute,StudentAgent.t_AcceptCredential,WalletNet.t_AcceptCredential"
inter_O_wait_before_assessment_pass,0,before:StudentAgent.t_AcceptCredential,CompetencyNet.t_SBT_Cancel,"CompetencyNet.t_SBT_Cancel,CredentialObject.t_Cancel,StudentAgent.t_AbortReceived,WalletNet.t_AbortConsent"
inter_O_wait_before_assessment_pass,0,before:HEDULedgerNet.t_Order,HEDULedgerNet.t_Order,HEDULedgerNet.t_Order
inter_O_wait_before_assessment_pass,0,before:HEDULedgerNet.t_Validate,HEDULedgerNet.t_Validate,HEDULedgerNet.t_Validate
inter_O_wait_before_assessment_pass,0,before:HEDULedgerNet.t_Validate,HEDULedgerNet.t_Reject,"CompetencyNet.t_LedgerFailed,CredentialObject.t_LedgerFailed,HEDULedgerNet.t_Reject,StudentAgent.t_AbortAwaitingAnchor,WalletNet.t_AbortAwaitingAnchor"
inter_O_wait_before_assessment_pass,0,before:HEDULedgerNet.t_Commit,HEDULedgerNet.t_Commit,HEDULedgerNet.t_Commit
inter_O_wait_before_assessment_pass,0,before:HEDULedgerNet.t_Anchor,HEDULedgerNet.t_Anchor,"CompetencyNet.t_AnchorConfirmed,CredentialObject.t_AnchorConfirmed,HEDULedgerNet.t_Anchor,StudentAgent.t_AnchorConfirmed,WalletNet.t_AnchorConfirmed"
inter_O_wait_before_assessment_pass,0,before:StudentAgent.t_GenerateVP,WalletNet.t_GenerateVP,WalletNet.t_GenerateVP
inter_O_wait_before_assessment_pass,0,before:StudentAgent.t_GenerateVP,StudentAgent.t_GenerateVP,StudentAgent.t_GenerateVP
inter_O_wait_before_assessment_pass,0,before:StudentAgent.t_ShareVP,WalletNet.t_GenerateVP,WalletNet.t_GenerateVP
inter_O_wait_before_assessment_pass,0,before:StudentAgent.t_ShareVP,StudentAgent.t_ShareVP,"HRAgent.t_ReceiveVP,StudentAgent.t_ShareVP"
inter_O_wait_before_assessment_pass,0,before:HRAgent.t_ParseVP,WalletNet.t_GenerateVP,WalletNet.t_GenerateVP
inter_O_wait_before_assessment_pass,0,before:HRAgent.t_ParseVP,HRAgent.t_ParseVP,HRAgent.t_ParseVP
inter_O_wait_before_assessment_pass,0,before:CompetencyNet.t_Agg_Ingest,WalletNet.t_GenerateVP,WalletNet.t_GenerateVP
inter_O_wait_before_assessment_pass,0,before:CompetencyNet.t_Agg_Ingest,CompetencyNet.t_Agg_Ingest,"CompetencyNet.t_Agg_Ingest,CredentialObject.t_Aggregate,HRAgent.t_BuildProfile"
inter_O_wait_before_assessment_pass,0,before:HRAgent.t_SemanticMatch,WalletNet.t_GenerateVP,WalletNet.t_GenerateVP
inter_O_wait_before_assessment_pass,0,before:HRAgent.t_SemanticMatch,HRAgent.t_SemanticMatch,HRAgent.t_SemanticMatch
inter_O_wait_before_assessment_pass,0,before:HRAgent.t_GapAnalysis,WalletNet.t_GenerateVP,WalletNet.t_GenerateVP
inter_O_wait_before_assessment_pass,0,before:HRAgent.t_GapAnalysis,HRAgent.t_GapAnalysis,HRAgent.t_GapAnalysis
inter_O_wait_before_assessment_pass,0,before:HRAgent.t_GenerateResult,WalletNet.t_GenerateVP,WalletNet.t_GenerateVP
inter_O_wait_before_assessment_pass,0,before:HRAgent.t_GenerateResult,HRAgent.t_GenerateResult,HRAgent.t_GenerateResult
inter_O_wait_before_assessment_pass,0,before:WalletNet.t_GenerateVP,WalletNet.t_GenerateVP,WalletNet.t_GenerateVP
inter_O_wait_before_assessment_pass,0,before:WalletNet.t_ShareVP,WalletNet.t_ShareVP,WalletNet.t_ShareVP
inter_O_wait_before_assessment_fail,0,before:StudentAgent.t_SubmitEvidence,StudentAgent.t_SubmitEvidence,"EvidenceNet.t_IPFS_Upload,EvidenceObject.t_IPFS_Upload,ProfessorAgent.t_ReceiveEvidence,StudentAgent.t_SubmitEvidence"
inter_O_wait_before_assessment_fail,0,before:StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_O_wait_before_assessment_fail,0,before:StudentAgent.t_WaitCredential,ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview
inter_O_wait_before_assessment_fail,0,before:StudentAgent.t_WaitCredential,EvidenceNet.t_LMS_Submit,"EvidenceNet.t_LMS_Submit,EvidenceObject.t_LMS_Submit"
inter_O_wait_before_assessment_fail,0,before:EvidenceNet.t_LMS_Submit,ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview
inter_O_wait_before_assessment_fail,0,before:EvidenceNet.t_LMS_Submit,EvidenceNet.t_LMS_Submit,"EvidenceNet.t_LMS_Submit,EvidenceObject.t_LMS_Submit"
inter_O_wait_before_assessment_fail,0,before:EvidenceNet.t_Review_Request,ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview
inter_O_wait_before_assessment_fail,0,before:EvidenceNet.t_Review_Request,EvidenceNet.t_Review_Request,EvidenceNet.t_Review_Request
inter_O_wait_before_assessment_fail,0,before:ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview
inter_O_wait_before_assessment_fail,0,before:ProfessorAgent.t_AssessEvidence,ProfessorAgent.t_AssessEvidence,"EvidenceNet.t_Reject,EvidenceObject.t_Grade_Assign,ProfessorAgent.t_AssessEvidence"
inter_O_wait_before_assessment_fail,0,before:ProfessorAgent.t_RejectEvidence,ProfessorAgent.t_RejectEvidence,"ProfessorAgent.t_RejectEvidence,StudentAgent.t_AbortWaiting"
inter_cancel_phase0,0,before:StudentAgent.t_SubmitEvidence,StudentAgent.t_SubmitEvidence,"EvidenceNet.t_IPFS_Upload,EvidenceObject.t_IPFS_Upload,ProfessorAgent.t_ReceiveEvidence,StudentAgent.t_SubmitEvidence"
inter_cancel_phase0,0,before:EvidenceNet.t_LMS_Submit,EvidenceNet.t_LMS_Submit,"EvidenceNet.t_LMS_Submit,EvidenceObject.t_LMS_Submit"
inter_cancel_phase0,0,before:EvidenceNet.t_LMS_Submit,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_cancel_phase0,0,before:EvidenceNet.t_LMS_Submit,ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview
inter_cancel_phase0,0,before:EvidenceNet.t_Review_Request,EvidenceNet.t_Review_Request,EvidenceNet.t_Review_Request
inter_cancel_phase0,0,before:EvidenceNet.t_Review_Request,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_cancel_phase0,0,before:EvidenceNet.t_Review_Request,ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview
inter_cancel_phase0,0,before:ProfessorAgent.t_StartReview,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_cancel_phase0,0,before:ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview
inter_cancel_phase0,0,before:ProfessorAgent.t_AssessEvidence,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_cancel_phase0,0,before:ProfessorAgent.t_AssessEvidence,ProfessorAgent.t_AssessEvidence,"EvidenceNet.t_Grade_Assign,EvidenceObject.t_Grade_Assign,ProfessorAgent.t_AssessEvidence"
inter_cancel_phase0,0,before:ProfessorAgent.t_ApproveEvidence,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_cancel_phase0,0,before:ProfessorAgent.t_ApproveEvidence,ProfessorAgent.t_ApproveEvidence,"ProfessorAgent.t_ApproveEvidence,UniversityAgent.t_ReceiveEvidence"
inter_cancel_phase0,0,before:UniversityAgent.t_VerifyEvidence,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_cancel_phase0,0,before:UniversityAgent.t_VerifyEvidence,UniversityAgent.t_VerifyEvidence,UniversityAgent.t_VerifyEvidence
inter_cancel_phase0,0,before:UniversityAgent.t_RequestCredential,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_cancel_phase0,0,before:UniversityAgent.t_RequestCredential,UniversityAgent.t_RequestCredential,"CompetencyNet.t_Review_Init,CredentialObject.t_StartReview,UniversityAgent.t_RequestCredential"
inter_cancel_phase0,0,before:CompetencyNet.t_Verification_Pass,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_cancel_phase0,0,before:CompetencyNet.t_Verification_Pass,CompetencyNet.t_Verification_Pass,"CompetencyNet.t_Verification_Pass,CredentialObject.t_Validate"
inter_cancel_phase0,0,before:UniversityAgent.t_IssueCredential,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_cancel_phase0,0,before:UniversityAgent.t_IssueCredential,UniversityAgent.t_IssueCredential,"CompetencyNet.t_SBT_Mint,CredentialObject.t_Mint,UniversityAgent.t_IssueCredential,WalletNet.t_ReceiveCredential"
inter_cancel_phase0,0,decision,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_cancel_phase0,0,decision,CompetencyNet.t_SBT_Cancel,"CompetencyNet.t_SBT_Cancel,CredentialObject.t_Cancel,StudentAgent.t_AbortSubmitted,WalletNet.t_AbortReceived"
inter_cancel_phase0,0,before:CompetencyNet.t_SBT_Cancel,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_cancel_phase0,0,before:CompetencyNet.t_SBT_Cancel,CompetencyNet.t_SBT_Cancel,"CompetencyNet.t_SBT_Cancel,CredentialObject.t_Cancel,StudentAgent.t_AbortSubmitted,WalletNet.t_AbortReceived"
inter_cancel_phase1,0,before:StudentAgent.t_SubmitEvidence,StudentAgent.t_SubmitEvidence,"EvidenceNet.t_IPFS_Upload,EvidenceObject.t_IPFS_Upload,ProfessorAgent.t_ReceiveEvidence,StudentAgent.t_SubmitEvidence"
inter_cancel_phase1,0,before:EvidenceNet.t_LMS_Submit,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_cancel_phase1,0,before:EvidenceNet.t_LMS_Submit,ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview
inter_cancel_phase1,0,before:EvidenceNet.t_LMS_Submit,EvidenceNet.t_LMS_Submit,"EvidenceNet.t_LMS_Submit,EvidenceObject.t_LMS_Submit"
inter_cancel_phase1,0,before:EvidenceNet.t_Review_Request,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_cancel_phase1,0,before:EvidenceNet.t_Review_Request,ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview
inter_cancel_phase1,0,before:EvidenceNet.t_Review_Request,EvidenceNet.t_Review_Request,EvidenceNet.t_Review_Request
inter_cancel_phase1,0,before:ProfessorAgent.t_StartReview,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_cancel_phase1,0,before:ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview
inter_cancel_phase1,0,before:ProfessorAgent.t_AssessEvidence,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_cancel_phase1,0,before:ProfessorAgent.t_AssessEvidence,ProfessorAgent.t_AssessEvidence,"EvidenceNet.t_Grade_Assign,EvidenceObject.t_Grade_Assign,ProfessorAgent.t_AssessEvidence"
inter_cancel_phase1,0,before:ProfessorAgent.t_ApproveEvidence,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_cancel_phase1,0,before:ProfessorAgent.t_ApproveEvidence,ProfessorAgent.t_ApproveEvidence,"ProfessorAgent.t_ApproveEvidence,UniversityAgent.t_ReceiveEvidence"
inter_cancel_phase1,0,before:UniversityAgent.t_VerifyEvidence,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_cancel_phase1,0,before:UniversityAgent.t_VerifyEvidence,UniversityAgent.t_VerifyEvidence,UniversityAgent.t_VerifyEvidence
inter_cancel_phase1,0,before:UniversityAgent.t_RequestCredential,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_cancel_phase1,0,before:UniversityAgent.t_RequestCredential,UniversityAgent.t_RequestCredential,"CompetencyNet.t_Review_Init,CredentialObject.t_StartReview,UniversityAgent.t_RequestCredential"
inter_cancel_phase1,0,before:CompetencyNet.t_Verification_Pass,CompetencyNet.t_Verification_Pass,"CompetencyNet.t_Verification_Pass,CredentialObject.t_Validate"
inter_cancel_phase1,0,before:CompetencyNet.t_Verification_Pass,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_cancel_phase1,0,before:UniversityAgent.t_IssueCredential,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_cancel_phase1,0,before:UniversityAgent.t_IssueCredential,UniversityAgent.t_IssueCredential,"CompetencyNet.t_SBT_Mint,CredentialObject.t_Mint,UniversityAgent.t_IssueCredential,WalletNet.t_ReceiveCredential"
inter_cancel_phase1,0,before:StudentAgent.t_WaitCredential,CompetencyNet.t_SBT_Cancel,"CompetencyNet.t_SBT_Cancel,CredentialObject.t_Cancel,StudentAgent.t_AbortSubmitted,WalletNet.t_AbortReceived"
inter_cancel_phase1,0,before:StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_cancel_phase1,0,decision,CompetencyNet.t_SBT_Cancel,"CompetencyNet.t_SBT_Cancel,CredentialObject.t_Cancel,StudentAgent.t_AbortWaiting,WalletNet.t_AbortReceived"
inter_cancel_phase1,0,decision,StudentAgent.t_ReceiveCredential,"StudentAgent.t_ReceiveCredential,WalletNet.t_RequestConsent"
inter_cancel_phase1,0,before:CompetencyNet.t_SBT_Cancel,CompetencyNet.t_SBT_Cancel,"CompetencyNet.t_SBT_Cancel,CredentialObject.t_Cancel,StudentAgent.t_AbortWaiting,WalletNet.t_AbortReceived"
inter_cancel_phase1,0,before:CompetencyNet.t_SBT_Cancel,StudentAgent.t_ReceiveCredential,"StudentAgent.t_ReceiveCredential,WalletNet.t_RequestConsent"
inter_cancel_phase2,0,before:StudentAgent.t_SubmitEvidence,StudentAgent.t_SubmitEvidence,"EvidenceNet.t_IPFS_Upload,EvidenceObject.t_IPFS_Upload,ProfessorAgent.t_ReceiveEvidence,StudentAgent.t_SubmitEvidence"
inter_cancel_phase2,0,before:EvidenceNet.t_LMS_Submit,ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview
inter_cancel_phase2,0,before:EvidenceNet.t_LMS_Submit,EvidenceNet.t_LMS_Submit,"EvidenceNet.t_LMS_Submit,EvidenceObject.t_LMS_Submit"
inter_cancel_phase2,0,before:EvidenceNet.t_LMS_Submit,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_cancel_phase2,0,before:EvidenceNet.t_Review_Request,ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview
inter_cancel_phase2,0,before:EvidenceNet.t_Review_Request,EvidenceNet.t_Review_Request,EvidenceNet.t_Review_Request
inter_cancel_phase2,0,before:EvidenceNet.t_Review_Request,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_cancel_phase2,0,before:ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview,ProfessorAgent.t_StartReview
inter_cancel_phase2,0,before:ProfessorAgent.t_StartReview,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_cancel_phase2,0,before:ProfessorAgent.t_AssessEvidence,ProfessorAgent.t_AssessEvidence,"EvidenceNet.t_Grade_Assign,EvidenceObject.t_Grade_Assign,ProfessorAgent.t_AssessEvidence"
inter_cancel_phase2,0,before:ProfessorAgent.t_AssessEvidence,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_cancel_phase2,0,before:ProfessorAgent.t_ApproveEvidence,ProfessorAgent.t_ApproveEvidence,"ProfessorAgent.t_ApproveEvidence,UniversityAgent.t_ReceiveEvidence"
inter_cancel_phase2,0,before:ProfessorAgent.t_ApproveEvidence,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_cancel_phase2,0,before:UniversityAgent.t_VerifyEvidence,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
inter_cancel_phase2,0,before:UniversityAgent.t_VerifyEvidence,UniversityAgent.t_VerifyEvidence,UniversityAgent.t_VerifyEvidence
inter_cancel_phase2,0,before:UniversityAgent.t_RequestCredential,StudentAgent.t_WaitCredential,StudentAgent.t_WaitCredential
