execution,root,checkpoint,created_instances,reachable_instances,active_instances,lost_references
f01_auto,0,creation,9,9,1,0
f01_auto,0,after:StudentAgent.t_SubmitEvidence,10,10,4,0
f01_auto,0,after:EvidenceNet.t_LMS_Submit,10,10,4,0
f01_auto,0,after:EvidenceNet.t_Review_Request,10,10,4,0
f01_auto,0,after:ProfessorAgent.t_StartReview,10,10,4,0
f01_auto,0,after:ProfessorAgent.t_AssessEvidence,10,10,4,0
f01_auto,0,after:ProfessorAgent.t_ApproveEvidence,10,10,5,0
f01_auto,0,after:UniversityAgent.t_VerifyEvidence,10,10,5,0
f01_auto,0,after:UniversityAgent.t_RequestCredential,11,11,7,0
f01_auto,0,after:CompetencyNet.t_Verification_Pass,11,11,7,0
f01_auto,0,after:UniversityAgent.t_IssueCredential,11,11,8,0
f01_auto,0,after:StudentAgent.t_WaitCredential,11,11,8,0
f01_auto,0,after:StudentAgent.t_ReceiveCredential,11,11,8,0
f01_auto,0,after:StudentAgent.t_AcceptCredential,11,11,9,0
f01_auto,0,after:HEDULedgerNet.t_Order,11,11,9,0
f01_auto,0,after:HEDULedgerNet.t_Validate,11,11,9,0
f01_auto,0,after:HEDULedgerNet.t_Commit,11,11,9,0
f01_auto,0,after:HEDULedgerNet.t_Anchor,11,11,9,0
f01_auto,0,after:StudentAgent.t_GenerateVP,11,11,9,0
f01_auto,0,after:StudentAgent.t_ShareVP,11,11,10,0
f01_auto,0,after:HRAgent.t_ParseVP,11,11,10,0
f01_auto,0,after:CompetencyNet.t_Agg_Ingest,11,11,10,0
f01_auto,0,after:HRAgent.t_SemanticMatch,11,11,10,0
f01_auto,0,after:HRAgent.t_GapAnalysis,11,11,10,0
f01_auto,0,after:HRAgent.t_GenerateResult,11,11,10,0
f01_auto,0,after:WalletNet.t_GenerateVP,11,11,10,0
f01_auto,0,after:WalletNet.t_ShareVP,11,11,10,0
f01_auto,0,terminal,11,11,10,0
f01_ledger_reject,0,creation,9,9,1,0
f01_ledger_reject,0,after:StudentAgent.t_SubmitEvidence,10,10,4,0
f01_ledger_reject,0,after:EvidenceNet.t_LMS_Submit,10,10,4,0
f01_ledger_reject,0,after:EvidenceNet.t_Review_Request,10,10,4,0
f01_ledger_reject,0,after:ProfessorAgent.t_StartReview,10,10,4,0
f01_ledger_reject,0,after:ProfessorAgent.t_AssessEvidence,10,10,4,0
f01_ledger_reject,0,after:ProfessorAgent.t_ApproveEvidence,10,10,5,0
f01_ledger_reject,0,after:UniversityAgent.t_VerifyEvidence,10,10,5,0
f01_ledger_reject,0,after:UniversityAgent.t_RequestCredential,11,11,7,0
f01_ledger_reject,0,after:CompetencyNet.t_Verification_Pass,11,11,7,0
f01_ledger_reject,0,after:UniversityAgent.t_IssueCredential,11,11,8,0
f01_ledger_reject,0,after:StudentAgent.t_WaitCredential,11,11,8,0
f01_ledger_reject,0,after:StudentAgent.t_ReceiveCredential,11,11,8,0
f01_ledger_reject,0,after:StudentAgent.t_AcceptCredential,11,11,9,0
f01_ledger_reject,0,after:HEDULedgerNet.t_Order,11,11,9,0
f01_ledger_reject,0,after:HEDULedgerNet.t_Reject,11,11,9,0
f01_ledger_reject,0,terminal,11,11,9,0
f01_reject,0,creation,9,9,1,0
f01_reject,0,after:StudentAgent.t_SubmitEvidence,10,10,4,0
f01_reject,0,after:EvidenceNet.t_LMS_Submit,10,10,4,0
f01_reject,0,after:EvidenceNet.t_Review_Request,10,10,4,0
f01_reject,0,after:ProfessorAgent.t_StartReview,10,10,4,0
f01_reject,0,after:ProfessorAgent.t_AssessEvidence,10,10,4,0
f01_reject,0,after:ProfessorAgent.t_ApproveEvidence,10,10,5,0
f01_reject,0,after:UniversityAgent.t_VerifyEvidence,10,10,5,0
f01_reject,0,after:UniversityAgent.t_RequestCredential,11,11,7,0
f01_reject,0,after:CompetencyNet.t_Verification_Pass,11,11,7,0
f01_reject,0,after:UniversityAgent.t_IssueCredential,11,11,8,0
f01_reject,0,after:StudentAgent.t_WaitCredential,11,11,8,0
f01_reject,0,after:StudentAgent.t_ReceiveCredential,11,11,8,0
f01_reject,0,after:StudentAgent.t_RejectCredential,11,11,8,0
f01_reject,0,terminal,11,11,8,0
f01_cancel,0,creation,9,9,1,0
f01_cancel,0,after:StudentAgent.t_SubmitEvidence,10,10,4,0
f01_cancel,0,after:EvidenceNet.t_LMS_Submit,10,10,4,0
f01_cancel,0,after:EvidenceNet.t_Review_Request,10,10,4,0
f01_cancel,0,after:ProfessorAgent.t_StartReview,10,10,4,0
f01_cancel,0,after:ProfessorAgent.t_AssessEvidence,10,10,4,0
f01_cancel,0,after:ProfessorAgent.t_ApproveEvidence,10,10,5,0
f01_cancel,0,after:UniversityAgent.t_VerifyEvidence,10,10,5,0
f01_cancel,0,after:UniversityAgent.t_RequestCredential,11,11,7,0
f01_cancel,0,after:CompetencyNet.t_Verification_Pass,11,11,7,0
f01_cancel,0,after:UniversityAgent.t_IssueCredential,11,11,8,0
f01_cancel,0,after:StudentAgent.t_WaitCredential,11,11,8,0
f01_cancel,0,after:StudentAgent.t_ReceiveCredential,11,11,8,0
f01_cancel,0,after:CompetencyNet.t_SBT_Cancel,11,11,8,0
f01_cancel,0,terminal,11,11,8,0
f02_auto,0,creation,9,9,1,0
f02_auto,0,after:StudentAgent.t_SubmitEvidence,10,10,4,0
f02_auto,0,after:EvidenceNet.t_LMS_Submit,10,10,4,0
f02_auto,0,after:EvidenceNet.t_Review_Request,10,10,4,0
f02_auto,0,after:ProfessorAgent.t_StartReview,10,10,4,0
f02_auto,0,after:ProfessorAgent.t_AssessEvidence,10,10,4,0
f02_auto,0,after:ProfessorAgent.t_ApproveEvidence,10,10,5,0
f02_auto,0,after:UniversityAgent.t_VerifyEvidence,10,10,5,0
f02_auto,0,after:UniversityAgent.t_RequestCredential,11,11,7,0
f02_auto,0,after:CompetencyNet.t_Verification_Pass,11,11,7,0
f02_auto,0,after:UniversityAgent.t_IssueCredential,11,11,8,0
f02_auto,0,after:StudentAgent.t_WaitCredential,11,11,8,0
f02_auto,0,after:StudentAgent.t_ReceiveCredential,11,11,8,0
f02_auto,0,after:CompetencyNet.t_DenyInvalidIssuerSignature,11,11,8,0
f02_auto,0,terminal,11,11,8,0
f03_auto,0,creation,9,9,1,0
f03_auto,0,after:StudentAgent.t_SubmitEvidence,10,10,4,0
f03_auto,0,after:EvidenceNet.t_LMS_Submit,10,10,4,0
f03_auto,0,after:EvidenceNet.t_Review_Request,10,10,4,0
f03_auto,0,after:ProfessorAgent.t_StartReview,10,10,4,0
f03_auto,0,after:ProfessorAgent.t_AssessEvidence,10,10,4,0
f03_auto,0,after:ProfessorAgent.t_ApproveEvidence,10,10,5,0
f03_auto,0,after:UniversityAgent.t_VerifyEvidence,10,10,5,0
f03_auto,0,after:UniversityAgent.t_RequestCredential,11,11,7,0
f03_auto,0,after:CompetencyNet.t_Verification_Pass,11,11,7,0
f03_auto,0,after:UniversityAgent.t_IssueCredential,11,11,8,0
f03_auto,0,after:StudentAgent.t_WaitCredential,11,11,8,0
f03_auto,0,after:StudentAgent.t_ReceiveCredential,11,11,8,0
f03_auto,0,after:StudentAgent.t_DenyInvalidSignature,11,11,8,0
f03_auto,0,terminal,11,11,8,0
f03_cancel,0,creation,9,9,1,0
f03_cancel,0,after:StudentAgent.t_SubmitEvidence,10,10,4,0
f03_cancel,0,after:EvidenceNet.t_LMS_Submit,10,10,4,0
f03_cancel,0,after:EvidenceNet.t_Review_Request,10,10,4,0
f03_cancel,0,after:ProfessorAgent.t_StartReview,10,10,4,0
f03_cancel,0,after:ProfessorAgent.t_AssessEvidence,10,10,4,0
f03_cancel,0,after:ProfessorAgent.t_ApproveEvidence,10,10,5,0
f03_cancel,0,after:UniversityAgent.t_VerifyEvidence,10,10,5,0
f03_cancel,0,after:UniversityAgent.t_RequestCredential,11,11,7,0
f03_cancel,0,after:CompetencyNet.t_Verification_Pass,11,11,7,0
f03_cancel,0,after:UniversityAgent.t_IssueCredential,11,11,8,0
f03_cancel,0,after:StudentAgent.t_WaitCredential,11,11,8,0
f03_cancel,0,after:StudentAgent.t_ReceiveCredential,11,11,8,0
f03_cancel,0,after:CompetencyNet.t_SBT_Cancel,11,11,8,0
f03_cancel,0,terminal,11,11,8,0
f04_auto,0,creation,9,9,1,0
f04_auto,0,after:StudentAgent.t_SubmitEvidence,10,10,4,0
f04_auto,0,after:EvidenceNet.t_LMS_Submit,10,10,4,0
f04_auto,0,after:EvidenceNet.t_Review_Request,10,10,4,0
f04_auto,0,after:ProfessorAgent.t_StartReview,10,10,4,0
f04_auto,0,after:ProfessorAgent.t_AssessEvidence,10,10,4,0
f04_auto,0,after:ProfessorAgent.t_ApproveEvidence,10,10,5,0
f04_auto,0,after:UniversityAgent.t_VerifyEvidence,10,10,5,0
f04_auto,0,after:UniversityAgent.t_RequestCredential,11,11,7,0
f04_auto,0,after:CompetencyNet.t_Verification_Pass,11,11,7,0
f04_auto,0,after:UniversityAgent.t_IssueCredential,11,11,8,0
f04_auto,0,after:StudentAgent.t_WaitCredential,11,11,8,0
f04_auto,0,after:StudentAgent.t_ReceiveCredential,11,11,8,0
f04_auto,0,after:CompetencyNet.t_DenyInvalidIssuerSignature,11,11,8,0
f04_auto,0,terminal,11,11,8,0
f05_auto,0,creation,9,9,1,0
f05_auto,0,after:StudentAgent.t_SubmitEvidence,10,10,4,0
f05_auto,0,after:EvidenceNet.t_LMS_Submit,10,10,4,0
f05_auto,0,after:EvidenceNet.t_Review_Request,10,10,4,0
f05_auto,0,after:ProfessorAgent.t_StartReview,10,10,4,0
f05_auto,0,after:ProfessorAgent.t_AssessEvidence,10,10,4,0
f05_auto,0,after:ProfessorAgent.t_ApproveEvidence,10,10,5,0
f05_auto,0,after:UniversityAgent.t_VerifyEvidence,10,10,5,0
f05_auto,0,after:UniversityAgent.t_RequestCredential,11,11,7,0
f05_auto,0,after:CompetencyNet.t_Verification_Pass,11,11,7,0
f05_auto,0,after:UniversityAgent.t_IssueCredential,11,11,8,0
f05_auto,0,after:StudentAgent.t_WaitCredential,11,11,8,0
f05_auto,0,after:StudentAgent.t_ReceiveCredential,11,11,8,0
f05_auto,0,after:StudentAgent.t_RejectCredential,11,11,8,0
f05_auto,0,terminal,11,11,8,0
f05_cancel,0,creation,9,9,1,0
f05_cancel,0,after:StudentAgent.t_SubmitEvidence,10,10,4,0
f05_cancel,0,after:EvidenceNet.t_LMS_Submit,10,10,4,0
f05_cancel,0,after:EvidenceNet.t_Review_Request,10,10,4,0
f05_cancel,0,after:ProfessorAgent.t_StartReview,10,10,4,0
f05_cancel,0,after:ProfessorAgent.t_AssessEvidence,10,10,4,0
f05_cancel,0,after:ProfessorAgent.t_ApproveEvidence,10,10,5,0
f05_cancel,0,after:UniversityAgent.t_VerifyEvidence,10,10,5,0
f05_cancel,0,after:UniversityAgent.t_RequestCredential,11,11,7,0
f05_cancel,0,after:CompetencyNet.t_Verification_Pass,11,11,7,0
f05_cancel,0,after:UniversityAgent.t_IssueCredential,11,11,8,0
f05_cancel,0,after:StudentAgent.t_WaitCredential,11,11,8,0
f05_cancel,0,after:StudentAgent.t_ReceiveCredential,11,11,8,0
f05_cancel,0,after:CompetencyNet.t_SBT_Cancel,11,11,8,0
f05_cancel,0,terminal,11,11,8,0
f05_expire,0,creation,9,9,1,0
f05_expire,0,after:StudentAgent.t_SubmitEvidence,10,10,4,0
f05_expire,0,after:EvidenceNet.t_LMS_Submit,10,10,4,0
f05_expire,0,after:EvidenceNet.t_Review_Request,10,10,4,0
f05_expire,0,after:ProfessorAgent.t_StartReview,10,10,4,0
f05_expire,0,after:ProfessorAgent.t_AssessEvidence,10,10,4,0
f05_expire,0,after:ProfessorAgent.t_ApproveEvidence,10,10,5,0
f05_expire,0,after:UniversityAgent.t_VerifyEvidence,10,10,5,0
f05_expire,0,after:UniversityAgent.t_RequestCredential,11,11,7,0
f05_expire,0,after:CompetencyNet.t_Verification_Pass,11,11,7,0
f05_expire,0,after:UniversityAgent.t_IssueCredential,11,11,8,0
f05_expire,0,after:StudentAgent.t_WaitCredential,11,11,8,0
f05_expire,0,after:StudentAgent.t_ReceiveCredential,11,11,8,0
f05_expire,0,after:CompetencyNet.t_SBT_Expire,11,11,8,0
f05_expire,0,terminal,11,11,8,0
f06_auto,0,creation,9,9,1,0
f06_auto,0,after:StudentAgent.t_SubmitEvidence,10,10,4,0
f06_auto,0,after:EvidenceNet.t_LMS_Submit,10,10,4,0
f06_auto,0,after:EvidenceNet.t_Review_Request,10,10,4,0
f06_auto,0,after:ProfessorAgent.t_StartReview,10,10,4,0
f06_auto,0,after:ProfessorAgent.t_AssessEvidence,10,10,4,0
f06_auto,0,after:ProfessorAgent.t_ApproveEvidence,10,10,5,0
f06_auto,0,after:UniversityAgent.t_VerifyEvidence,10,10,5,0
f06_auto,0,after:UniversityAgent.t_RequestCredential,11,11,7,0
f06_auto,0,after:CompetencyNet.t_Verification_Pass,11,11,7,0
f06_auto,0,after:UniversityAgent.t_IssueCredential,11,11,8,0
f06_auto,0,after:StudentAgent.t_WaitCredential,11,11,8,0
f06_auto,0,after:StudentAgent.t_ReceiveCredential,11,11,8,0
f06_auto,0,after:CompetencyNet.t_DenyInvalidIssuerSignature,11,11,8,0
f06_auto,0,terminal,11,11,8,0
f07_auto,0,creation,9,9,1,0
f07_auto,0,after:StudentAgent.t_SubmitEvidence,10,10,4,0
f07_auto,0,after:EvidenceNet.t_LMS_Submit,10,10,4,0
f07_auto,0,after:EvidenceNet.t_Review_Request,10,10,4,0
f07_auto,0,after:ProfessorAgent.t_StartReview,10,10,4,0
f07_auto,0,after:ProfessorAgent.t_AssessEvidence,10,10,4,0
f07_auto,0,after:ProfessorAgent.t_ApproveEvidence,10,10,5,0
f07_auto,0,after:UniversityAgent.t_VerifyEvidence,10,10,5,0
f07_auto,0,after:UniversityAgent.t_RequestCredential,11,11,7,0
f07_auto,0,after:CompetencyNet.t_Verification_Pass,11,11,7,0
f07_auto,0,after:UniversityAgent.t_IssueCredential,11,11,8,0
f07_auto,0,after:StudentAgent.t_WaitCredential,11,11,8,0
f07_auto,0,after:StudentAgent.t_ReceiveCredential,11,11,8,0
f07_auto,0,after:StudentAgent.t_DenyInvalidSignature,11,11,8,0
f07_auto,0,terminal,11,11,8,0
f07_cancel,0,creation,9,9,1,0
f07_cancel,0,after:StudentAgent.t_SubmitEvidence,10,10,4,0
f07_cancel,0,after:EvidenceNet.t_LMS_Submit,10,10,4,0
f07_cancel,0,after:EvidenceNet.t_Review_Request,10,10,4,0
f07_cancel,0,after:ProfessorAgent.t_StartReview,10,10,4,0
f07_cancel,0,after:ProfessorAgent.t_AssessEvidence,10,10,4,0
f07_cancel,0,after:ProfessorAgent.t_ApproveEvidence,10,10,5,0
f07_cancel,0,after:UniversityAgent.t_VerifyEvidence,10,10,5,0
f07_cancel,0,after:UniversityAgent.t_RequestCredential,11,11,7,0
f07_cancel,0,after:CompetencyNet.t_Verification_Pass,11,11,7,0
f07_cancel,0,after:UniversityAgent.t_IssueCredential,11,11,8,0
f07_cancel,0,after:StudentAgent.t_WaitCredential,11,11,8,0
f07_cancel,0,after:StudentAgent.t_ReceiveCredential,11,11,8,0
f07_cancel,0,after:CompetencyNet.t_SBT_Cancel,11,11,8,0
f07_cancel,0,terminal,11,11,8,0
f07_expire,0,creation,9,9,1,0
f07_expire,0,after:StudentAgent.t_SubmitEvidence,10,10,4,0
f07_expire,0,after:EvidenceNet.t_LMS_Submit,10,10,4,0
f07_expire,0,after:EvidenceNet.t_Review_Request,10,10,4,0
f07_expire,0,after:ProfessorAgent.t_StartReview,10,10,4,0
f07_expire,0,after:ProfessorAgent.t_AssessEvidence,10,10,4,0
f07_expire,0,after:ProfessorAgent.t_ApproveEvidence,10,10,5,0
f07_expire,0,after:UniversityAgent.t_VerifyEvidence,10,10,5,0
f07_expire,0,after:UniversityAgent.t_RequestCredential,11,11,7,0
f07_expire,0,after:CompetencyNet.t_Verification_Pass,11,11,7,0
f07_expire,0,after:UniversityAgent.t_IssueCredential,11,11,8,0
f07_expire,0,after:StudentAgent.t_WaitCredential,11,11,8,0
f07_expire,0,after:StudentAgent.t_ReceiveCredential,11,11,8,0
f07_expire,0,after:CompetencyNet.t_SBT_Expire,11,11,8,0
f07_expire,0,terminal,11,11,8,0
f08_auto,0,creation,9,9,1,0
f08_auto,0,after:StudentAgent.t_SubmitEvidence,10,10,4,0
f08_auto,0,after:EvidenceNet.t_LMS_Submit,10,10,4,0
f08_auto,0,after:EvidenceNet.t_Review_Request,10,10,4,0
f08_auto,0,after:ProfessorAgent.t_StartReview,10,10,4,0
f08_auto,0,after:ProfessorAgent.t_AssessEvidence,10,10,4,0
f08_auto,0,after:ProfessorAgent.t_ApproveEvidence,10,10,5,0
f08_auto,0,after:UniversityAgent.t_VerifyEvidence,10,10,5,0
f08_auto,0,after:UniversityAgent.t_RequestCredential,11,11,7,0
f08_auto,0,after:CompetencyNet.t_Verification_Pass,11,11,7,0
f08_auto,0,after:UniversityAgent.t_IssueCredential,11,11,8,0
f08_auto,0,after:StudentAgent.t_WaitCredential,11,11,8,0
f08_auto,0,after:StudentAgent.t_ReceiveCredential,11,11,8,0
f08_auto,0,after:CompetencyNet.t_DenyInvalidIssuerSignature,11,11,8,0
f08_auto,0,terminal,11,11,8,0
f09_auto,0,creation,9,9,1,0
f09_auto,0,after:StudentAgent.t_SubmitEvidence,10,10,4,0
f09_auto,0,after:EvidenceNet.t_LMS_Submit,10,10,4,0
f09_auto,0,after:EvidenceNet.t_Review_Request,10,10,4,0
f09_auto,0,after:ProfessorAgent.t_StartReview,10,10,4,0
f09_auto,0,after:ProfessorAgent.t_AssessEvidence,10,10,4,0
f09_auto,0,after:ProfessorAgent.t_RejectEvidence,10,10,4,0
f09_auto,0,terminal,10,10,4,0
f10_auto,0,creation,9,9,1,0
f10_auto,0,after:StudentAgent.t_SubmitEvidence,10,10,4,0
f10_auto,0,after:EvidenceNet.t_LMS_Submit,10,10,4,0
f10_auto,0,after:EvidenceNet.t_Review_Request,10,10,4,0
f10_auto,0,after:ProfessorAgent.t_StartReview,10,10,4,0
f10_auto,0,after:ProfessorAgent.t_AssessEvidence,10,10,4,0
f10_auto,0,after:ProfessorAgent.t_RejectEvidence,10,10,4,0
f10_auto,0,terminal,10,10,4,0
f11_auto,0,creation,9,9,1,0
f11_auto,0,after:StudentAgent.t_SubmitEvidence,10,10,4,0
f11_auto,0,after:EvidenceNet.t_LMS_Submit,10,10,4,0
f11_auto,0,after:EvidenceNet.t_Review_Request,10,10,4,0
f11_auto,0,after:ProfessorAgent.t_StartReview,10,10,4,0
f11_auto,0,after:ProfessorAgent.t_AssessEvidence,10,10,4,0
f11_auto,0,after:ProfessorAgent.t_RejectEvidence,10,10,4,0
f11_auto,0,terminal,10,10,4,0
f12_auto,0,creation,9,9,1,0
f12_auto,0,after:StudentAgent.t_SubmitEvidence,10,10,4,0
f12_auto,0,after:EvidenceNet.t_LMS_Submit,10,10,4,0
f12_auto,0,after:EvidenceNet.t_Review_Request,10,10,4,0
f12_auto,0,after:ProfessorAgent.t_StartReview,10,10,4,0
f12_auto,0,after:ProfessorAgent.t_AssessEvidence,10,10,4,0
f12_auto,0,after:ProfessorAgent.t_RejectEvidence,10,10,4,0
f12_auto,0,terminal,10,10,4,0
f13_auto,0,creation,9,9,1,0
f13_auto,0,after:StudentAgent.t_SubmitEvidence,10,10,4,0
f13_auto,0,after:EvidenceNet.t_LMS_Submit,10,10,4,0
f13_auto,0,after:EvidenceNet.t_Review_Request,10,10,4,0
f13_auto,0,after:ProfessorAgent.t_StartReview,10,10,4,0
f13_auto,0,after:ProfessorAgent.t_AssessEvidence,10,10,4,0
f13_auto,0,after:ProfessorAgent.t_RejectEvidence,10,10,4,0
f13_auto,0,terminal,10,10,4,0
f14_auto,0,creation,9,9,1,0
f14_auto,0,after:StudentAgent.t_SubmitEvidence,10,10,4,0
f14_auto,0,after:EvidenceNet.t_LMS_Submit,10,10,4,0
f14_auto,0,after:EvidenceNet.t_Review_Request,10,10,4,0
f14_auto,0,after:ProfessorAgent.t_StartReview,10,10,4,0
f14_auto,0,after:ProfessorAgent.t_AssessEvidence,10,10,4,0
f14_auto,0,after:ProfessorAgent.t_RejectEvidence,10,10,4,0
f14_auto,0,terminal,10,10,4,0
f15_auto,0,creation,9,9,1,0
f15_auto,0,after:StudentAgent.t_SubmitEvidence,10,10,4,0
f15_auto,0,after:EvidenceNet.t_LMS_Submit,10,10,4,0
f15_auto,0,after:EvidenceNet.t_Review_Request,10,10,4,0
f15_auto,0,after:ProfessorAgent.t_StartReview,10,10,4,0
f15_auto,0,after:ProfessorAgent.t_AssessEvidence,10,10,4,0
f15_auto,0,after:ProfessorAgent.t_RejectEvidence,10,10,4,0
f15_auto,0,terminal,10,10,4,0
f16_auto,0,creation,9,9,1,0
f16_auto,0,after:StudentAgent.t_SubmitEvidence,10,10,4,0
f16_auto,0,after:EvidenceNet.t_LMS_Submit,10,10,4,0
f16_auto,0,after:EvidenceNet.t_Review_Request,10,10,4,0
f16_auto,0,after:ProfessorAgent.t_StartReview,10,10,4,0
f16_auto,0,after:ProfessorAgent.t_AssessEvidence,10,10,4,0
f16_auto,0,after:ProfessorAgent.t_RejectEvidence,10,10,4,0
f16_auto,0,terminal,10,10,4,0
inter_A_reject_before_wait,0,creation,9,9,1,0
inter_A_reject_before_wait,0,after:StudentAgent.t_SubmitEvidence,10,10,4,0
inter_A_reject_before_wait,0,after:EvidenceNet.t_LMS_Submit,10,10,4,0
inter_A_reject_before_wait,0,after:EvidenceNet.t_Review_Request,10,10,4,0
inter_A_reject_before_wait,0,after:ProfessorAgent.t_StartReview,10,10,4,0
inter_A_reject_before_wait,0,after:ProfessorAgent.t_AssessEvidence,10,10,4,0
inter_A_reject_before_wait,0,after:ProfessorAgent.t_RejectEvidence,10,10,4,0
inter_A_reject_before_wait,0,terminal,10,10,4,0
inter_A_wait_before_reject,0,creation,9,9,1,0
inter_A_wait_before_reject,0,after:StudentAgent.t_SubmitEvidence,10,10,4,0
inter_A_wait_before_reject,0,after:EvidenceNet.t_LMS_Submit,10,10,4,0
inter_A_wait_before_reject,0,after:EvidenceNet.t_Review_Request,10,10,4,0
inter_A_wait_before_reject,0,after:ProfessorAgent.t_StartReview,10,10,4,0
inter_A_wait_before_reject,0,after:ProfessorAgent.t_AssessEvidence,10,10,4,0
inter_A_wait_before_reject,0,after:StudentAgent.t_WaitCredential,10,10,4,0
inter_A_wait_before_reject,0,after:ProfessorAgent.t_RejectEvidence,10,10,4,0
inter_A_wait_before_reject,0,terminal,10,10,4,0
inter_O_wait_before_assessment_pass,0,creation,9,9,1,0
inter_O_wait_before_assessment_pass,0,after:StudentAgent.t_SubmitEvidence,10,10,4,0
inter_O_wait_before_assessment_pass,0,after:StudentAgent.t_WaitCredential,10,10,4,0
inter_O_wait_before_assessment_pass,0,after:EvidenceNet.t_LMS_Submit,10,10,4,0
inter_O_wait_before_assessment_pass,0,after:EvidenceNet.t_Review_Request,10,10,4,0
inter_O_wait_before_assessment_pass,0,after:ProfessorAgent.t_StartReview,10,10,4,0
inter_O_wait_before_assessment_pass,0,after:ProfessorAgent.t_AssessEvidence,10,10,4,0
inter_O_wait_before_assessment_pass,0,after:ProfessorAgent.t_ApproveEvidence,10,10,5,0
inter_O_wait_before_assessment_pass,0,after:UniversityAgent.t_VerifyEvidence,10,10,5,0
inter_O_wait_before_assessment_pass,0,after:UniversityAgent.t_RequestCredential,11,11,7,0
inter_O_wait_before_assessment_pass,0,after:CompetencyNet.t_Verification_Pass,11,11,7,0
inter_O_wait_before_assessment_pass,0,after:UniversityAgent.t_IssueCredential,11,11,8,0
inter_O_wait_before_assessment_pass,0,after:StudentAgent.t_ReceiveCredential,11,11,8,0
inter_O_wait_before_assessment_pass,0,after:StudentAgent.t_AcceptCredential,11,11,9,0
inter_O_wait_before_assessment_pass,0,after:HEDULedgerNet.t_Order,11,11,9,0
inter_O_wait_before_assessment_pass,0,after:HEDULedgerNet.t_Validate,11,11,9,0
inter_O_wait_before_assessment_pass,0,after:HEDULedgerNet.t_Commit,11,11,9,0
inter_O_wait_before_assessment_pass,0,after:HEDULedgerNet.t_Anchor,11,11,9,0
inter_O_wait_before_assessment_pass,0,after:StudentAgent.t_GenerateVP,11,11,9,0
inter_O_wait_before_assessment_pass,0,after:StudentAgent.t_ShareVP,11,11,10,0
inter_O_wait_before_assessment_pass,0,after:HRAgent.t_ParseVP,11,11,10,0
inter_O_wait_before_assessment_pass,0,after:CompetencyNet.t_Agg_Ingest,11,11,10,0
inter_O_wait_before_assessment_pass,0,after:HRAgent.t_SemanticMatch,11,11,10,0
inter_O_wait_before_assessment_pass,0,after:HRAgent.t_GapAnalysis,11,11,10,0
inter_O_wait_before_assessment_pass,0,after:HRAgent.t_GenerateResult,11,11,10,0
inter_O_wait_before_assessment_pass,0,after:WalletNet.t_GenerateVP,11,11,10,0
inter_O_wait_before_assessment_pass,0,after:WalletNet.t_ShareVP,11,11,10,0
inter_O_wait_before_assessment_pass,0,terminal,11,11,10,0
inter_O_wait_before_assessment_fail,0,creation,9,9,1,0
inter_O_wait_before_assessment_fail,0,after:StudentAgent.t_SubmitEvidence,10,10,4,0
inter_O_wait_before_assessment_fail,0,after:StudentAgent.t_WaitCredential,10,10,4,0
inter_O_wait_before_assessment_fail,0,after:EvidenceNet.t_LMS_Submit,10,10,4,0
inter_O_wait_before_assessment_fail,0,after:EvidenceNet.t_Review_Request,10,10,4,0
inter_O_wait_before_assessment_fail,0,after:ProfessorAgent.t_StartReview,10,10,4,0
inter_O_wait_before_assessment_fail,0,after:ProfessorAgent.t_AssessEvidence,10,10,4,0
inter_O_wait_before_assessment_fail,0,after:ProfessorAgent.t_RejectEvidence,10,10,4,0
inter_O_wait_before_assessment_fail,0,terminal,10,10,4,0
inter_cancel_phase0,0,creation,9,9,1,0
inter_cancel_phase0,0,after:StudentAgent.t_SubmitEvidence,10,10,4,0
inter_cancel_phase0,0,after:EvidenceNet.t_LMS_Submit,10,10,4,0
inter_cancel_phase0,0,after:EvidenceNet.t_Review_Request,10,10,4,0
inter_cancel_phase0,0,after:ProfessorAgent.t_StartReview,10,10,4,0
inter_cancel_phase0,0,after:ProfessorAgent.t_AssessEvidence,10,10,4,0
inter_cancel_phase0,0,after:ProfessorAgent.t_ApproveEvidence,10,10,5,0
inter_cancel_phase0,0,after:UniversityAgent.t_VerifyEvidence,10,10,5,0
inter_cancel_phase0,0,after:UniversityAgent.t_RequestCredential,11,11,7,0
inter_cancel_phase0,0,after:CompetencyNet.t_Verification_Pass,11,11,7,0
inter_cancel_phase0,0,after:UniversityAgent.t_IssueCredential,11,11,8,0
inter_cancel_phase0,0,after:CompetencyNet.t_SBT_Cancel,11,11,8,0
inter_cancel_phase0,0,terminal,11,11,8,0
inter_cancel_phase1,0,creation,9,9,1,0
inter_cancel_phase1,0,after:StudentAgent.t_SubmitEvidence,10,10,4,0
inter_cancel_phase1,0,after:EvidenceNet.t_LMS_Submit,10,10,4,0
inter_cancel_phase1,0,after:EvidenceNet.t_Review_Request,10,10,4,0
inter_cancel_phase1,0,after:ProfessorAgent.t_StartReview,10,10,4,0
inter_cancel_phase1,0,after:ProfessorAgent.t_AssessEvidence,10,10,4,0
inter_cancel_phase1,0,after:ProfessorAgent.t_ApproveEvidence,10,10,5,0
inter_cancel_phase1,0,after:UniversityAgent.t_VerifyEvidence,10,10,5,0
inter_cancel_phase1,0,after:UniversityAgent.t_RequestCredential,11,11,7,0
inter_cancel_phase1,0,after:CompetencyNet.t_Verification_Pass,11,11,7,0
inter_cancel_phase1,0,after:UniversityAgent.t_IssueCredential,11,11,8,0
